liPageId,companyString,geoSpecial,givenUrl,isGroup,job,liTab,trimmedUrl,affiliatedCompaniesLinks,affiliatedCompaniesNames,associatedGroupsLinks,associatedGroupsNames,careers,companySize,description,followers,founded,hq,industry,jobs,specialties,stats,title,type,website,fetchDone,fetchErrorMessage,parentCompanyLink
102,GoDaddy.com,,https://www.linkedin.com/company/7846?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358956697%2Ctas%3AGODADDY,0,0,0,https://www.linkedin.com/company/7846,,,,,Careers,"1001-5000 employees","ABBREVGoDaddy helps the world easily start, confidently grow, and successfully run an online presence. GoDaddy was born to give people an easy, affordable way to get their ideas online. Today, we have millions of customers around the world, but our goa...","31,236 followers",1997,"United States",Internet,NULL,"Small Business Online Services, Small Business Marketing Solutions, Domain Name Registration, Website Hosting, Web-based Tools to for Website Creation, Online Productivity Solutions, Website and Online Security Solutions",NULL,GoDaddy,"Public Company",http://www.godaddy.com,1,NULL,NULL
103,KPMG,,https://www.linkedin.com/company/2525300?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358979246%2Ctas%3AKPMG+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358979246%2Ctas%3AKPMG+,0,0,0,https://www.linkedin.com/company/2525300,,,,,Careers,"10,001+ employees","ABBREVKPMG is a global network of professional firms providing Audit, Tax and Advisory services. We have over 174,000 outstanding professionals working together to deliver value in 155 countries. With a worldwide presence, KPMG continues to build on ou...","438,883 followers",1987,NULL,Accounting,NULL,"Advisory, Tax, Audit",NULL,KPMG,Partnership,http://www.kpmg.com,1,NULL,NULL
104,"Navy Federal Credit Union",,https://www.linkedin.com/company/11568?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428448888685%2Ctas%3ANAVY+FEDERAL+,0,0,0,https://www.linkedin.com/company/11568,,,,,Careers,"10,001+ employees","ABBREVNavy Federal Credit Union is the world’s largest credit union with over 6 million members, over $74 billion in assets, and over 13,000 employees. As a credit union, we have members, not customers. At our campuses in Vienna, VA, Pensacola, FL, Win...","30,660 followers",1933,"820 Follin Lane SE Vienna, VA 22180 United States","Financial Services",NULL,NULL,NULL,"Navy Federal Credit Union","Non Profit",http://www.navyfederal.org,1,NULL,NULL
105,"Meridian Health",,https://www.linkedin.com/company/26057?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428448911176%2Ctas%3AMERIDIAN+HEALTH+,0,0,0,https://www.linkedin.com/company/26057,,,,,NULL,"10,001+ employees","ABBREVAs a premier provider of hospitals in New Jersey, Meridian Health makes available a broad continuum of care through our hospitals – Jersey Shore University Medical Center, Ocean Medical Center, Riverview Medical Center, K. Hovnanian Children's Ho...","11,377 followers",1997,"Monmouth Shores Corporate Park 1350 Campus Parkway Neptune, NJ 07753 United States","Hospital & Health Care",NULL,"Jersey Shore University Medical Center, Ocean Medical Center, Riverview Medical Center, K. Hovnanian Children's Hospital, Southern Ocean Medical Center and numerous health partners., Bayshore Community Hospital",NULL,"Meridian Health","Non Profit",http://www.meridianhealth.com,1,NULL,NULL
106,"Schweitzer Engineering Labs",,https://www.linkedin.com/company/15544?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428449043684%2Ctas%3ASCHWEITZER+ENG,0,0,0,https://www.linkedin.com/company/15544,,,,,NULL,"1001-5000 employees","ABBREVSEL introduced the world’s first digital relay in 1984, revolutionizing the power protection industry by offering fault locating and other features for a fraction of the cost of earlier systems. In the years since, we have grown and developed a c...","21,770 followers",1984,"2350 NE Hopkins Court Pullman, WA 99163 United States","Electrical/Electronic Manufacturing",NULL,NULL,NULL,SEL,"Privately Held",http://www.selinc.com,1,NULL,NULL
107,"Capital One",,https://www.linkedin.com/company/1419?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428449117745%2Ctas%3ACAPITAL+ONE+,0,0,0,https://www.linkedin.com/company/1419,,,,,Careers,"10,001+ employees","ABBREVCapital One Financial Corporation, incorporated in July 21, 1994, is a diversified banking company focused primarily on consumer and commercial lending and deposit origination. Its principal business segments are Local Banking and National Lendin...","247,412 followers",1994,"1680 Capital One Drive McLean, Va 22102 United States","Financial Services",NULL,"Business Banking",NULL,"Capital One","Public Company",http://www.capitalone.com,1,NULL,NULL
108,"Intercontinental Hotels Group",,https://www.linkedin.com/company/3549?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428449438357%2Ctas%3AINTERCONTIN,0,0,0,https://www.linkedin.com/company/3549,,,,,Careers,"10,001+ employees","ABBREVWe are one of the world’s leading hotel companies. We have more than 5,000 hotels and 744,000 rooms in nearly 100 countries. We had more than 175 million guest nights during 2015. You’ll know our hotel brands. They are some of the best known and ...","244,264 followers",2003,"Broadwater Park Denham, Buckinghamshire UB9 5HR United Kingdom",Hospitality,NULL,"Hotels, Resorts, Hospitality, Food & Beverage",NULL,"InterContinental Hotels Group (IHG®)","Public Company",http://www.ihgplc.com,1,NULL,NULL
109,"Stew Leonard's",,https://www.linkedin.com/company/47807?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1428449833360%2Ctas%3ASTEW+LEONARD%27S,0,0,0,https://www.linkedin.com/company/47807,,,,,NULL,"1001-5000 employees","ABBREVStew Leonard’s began as a small dairy store founded in 1969 with just seven employees. Today, Stew Leonard’s is still family-owned and operated, but has grown to become a nearly $400 million dollar business with more than 2,000 employees. The com...","1,333 followers",1969,"100 Westport Ave Norwalk, CT 06851 United States","Food & Beverages",NULL,"Farm Fresh Food, Dairy Fresh Ice Cream, Farm To Table, Customer Service, Fun For The Family","365Employees on LinkedIn","Stew Leonard's Farm Fresh Food","Privately Held",http://www.stewleonards.com,1,NULL,NULL
110,"Shared Technologies- ARI",,https://www.linkedin.com/company/2863686?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1428945935612%2Ctas%3AARROW+SYSTEMS+INTEGRATION,0,0,0,https://www.linkedin.com/company/2863686,,,,,NULL,"1001-5000 employees","ABBREVOur long-term partnerships with the leading manufacturers of voice and data technology in North America enable us to recommend proven, business transforming solutions including unified communications, voice and data technologies, contact center a...","1,147 followers",2011,"2425 Gateway Drive Irving, TX 75063 United States",Telecommunications,NULL,"Training, Professional Services, Managed Services, Maintenance, Technical Support, Unified Communications and Collaboration, Contact Center, Networking, Monitoring and Fault Management",NULL,"Arrow Systems Integration","Public Company",http://www.arrowsi.com/,1,NULL,NULL
111,"Four Seasons Hotels",,https://www.linkedin.com/company/163883?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946078396%2Ctas%3AFOUR+SEASONS+HOTEL,0,0,0,https://www.linkedin.com/company/163883,,,,,Careers,"10,001+ employees","ABBREVTimes change, but our dedication to perfecting the travel experience never will. Our highly personalised 24-hour service, combined with authentic, elegant surroundings of the highest quality, embodies a home away from home for those who know and ...","313,344 followers",NULL,"1165 Leslie Street Toronto, Ontario M3C 2K8 Canada",Hospitality,NULL,"The world's leading operator of luxury hotels and resorts",NULL,"Four Seasons Hotels and Resorts","Privately Held",http://www.fourseasons.com,1,NULL,NULL
112,"S.C. Johnson & Son",,https://www.linkedin.com/company/4039?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A4039%2Cidx%3A2-1-4%2CtarId%3A1446051214961%2Ctas%3ASC%20johnson,0,0,0,https://www.linkedin.com/company/4039,,,,,Careers,"10,001+ employees","ABBREVSC Johnson: A Family Company You know our products — Shout®, Windex®, Mr. Muscle®, Ziploc®, Glade®, Brise®, Raid®, OFF!®, Baygon®, Autan®, Pledge®, Scrubbing Bubbles® and more — you use them all the time. Through five generations of family leader...","122,630 followers",NULL,"1525 Howe Street Racine, WI 53403 United States","Consumer Goods",NULL,"consumer goods, chemical products, home cleaning, air care",NULL,"SC Johnson","Privately Held",http://www.scjohnson.com,1,NULL,NULL
113,"Arkansas Children's Hospital",,https://www.linkedin.com/company/24494?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-3-9%2CtarId%3A1428946173975%2Ctas%3Aarkansas,0,0,0,https://www.linkedin.com/company/24494,,,,,NULL,"1001-5000 employees","ABBREVArkansas Children’s Hospital is the only pediatric medical center in Arkansas and one of the largest in the United States serving children from birth to age 21. The campus spans 29 city blocks and houses 316 beds, a staff of approximately 500 phy...","5,135 followers",1912,"1 Children's Way Little Rock, AR 72202 United States","Hospital & Health Care",NULL,"ACH specialties include heart transplants, robotic surgery, specialized treatments (Ilizarov technique, ECMO), rehabilitation and research.",NULL,"Arkansas Children's Hospital","Non Profit",http://www.archildrens.org,1,NULL,NULL
114,Gilbane,,https://www.linkedin.com/company/10590?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946276134%2Ctas%3AGILBANE+,0,0,0,https://www.linkedin.com/company/10590,,,"https://www.linkedin.com/groups?gid=2771739&trk=rr_grp_name,https://www.linkedin.com/groups?gid=2182867&trk=rr_grp_name,https://www.linkedin.com/groups?gid=6629090&trk=rr_grp_name","Training Magazine,ACE Mentor Program of...,Construction Industry...",NULL,"1001-5000 employees","ABBREVGilbane Building Company provides global integrated construction and facility management services. Our clients entrust us to deliver safe, quality projects that stand the test of time with over 140 years of building relationships, communities and...","26,738 followers",1873,NULL,Construction,"3 jobs posted","Civic & Cultural, Food & Beverage, Fueling Facilities, Commercial, Healthcare, Criminal Justice, Historic Restoration, Environmental, K12 Education ; College & University, Federal, Science & Technology, Mission Critical, Sports, Transportation","2,232Employees on LinkedIn","Gilbane Building Company","Privately Held",http://www.gilbaneco.com/careers,1,NULL,NULL
115,"Brocade Communications Systems",,https://www.linkedin.com/company/2543?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946291287%2Ctas%3ABROCADE+,0,0,0,https://www.linkedin.com/company/2543,,,https://www.linkedin.com/groups?gid=4576673&trk=rr_grp_name,"Brocade Federal",Careers,"1001-5000 employees","ABBREVIf you're looking to energize your career, now is a great time to join Brocade. As a leading provider of world-class networking solutions, Brocade helps organizations around the globe achieve their most critical business objectives. Today, Brocad...","91,195 followers",1995,"130 Holger Way San Jose, CA 95134 United States","Computer Networking","86 jobs posted",NULL,"4,393Employees on LinkedIn",Brocade,"Public Company",http://www.brocade.com,1,NULL,NULL
116,"CH2M Hill",,https://www.linkedin.com/company/3739?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946378053%2Ctas%3ACH2M+HILL,0,0,0,https://www.linkedin.com/company/3739,,,,,Careers,"10,001+ employees","ABBREVAt CH2M, we love to take on our clients' most complex infrastructure and natural resource problems, creating new pathways for human progress. Partnering with governments, cities and businesses in more than 50 countries, we tap deeply integrated c...","270,946 followers",1946,"9191 South Jamaica Street Englewood, Colorado 80112 United States","Civil Engineering",NULL,"Consulting, Operations Management, Design/Design-Build, Tunnels and Earth Engineering, Construction Management, Program Management, Energy Management and Planning, Security and Emergency Management, Strategic Consulting, Procurement",NULL,CH2M,"Privately Held",http://www.ch2m.com,1,NULL,NULL
117,"J. M. Smucker",,https://www.linkedin.com/company/11007?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-3%2CtarId%3A1428946403934%2Ctas%3AJ.M.+SMUCKER,0,0,0,https://www.linkedin.com/company/11007,,,,,Careers,"5001-10,000 employees","ABBREVThe J.M. Smucker Company is one of the fastest-growing companies in the consumer packaged goods industry. Fourteen years ago Smucker was predominantly a fruit spreads company with annual sales of about $700 million. This Fiscal year, sales will t...","28,637 followers",1897,NULL,"Consumer Goods",NULL,"marketing and manufacturing food products",NULL,"The J.M. Smucker Company","Public Company",http://www.smucker.com/,1,NULL,NULL
118,Aéropostale,,https://www.linkedin.com/company/14191?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946509462%2Ctas%3AAEROPOSTALE+,0,0,0,https://www.linkedin.com/company/14191,,,,,NULL,"10,001+ employees","ABBREVAéropostale is a specialty retailer of casual apparel and accessories, principally targeting 14 to 17 year-old young women and men. We pride ourselves on carrying trend-right, high quality merchandise at an affordable price. p.s. from Aéropostale...","35,748 followers",1987,"NYC New York, NY 10120 United States",Retail,NULL,NULL,NULL,Aeropostale,"Public Company",http://www.aeropostale.com,1,NULL,NULL
119,MITRE,,https://www.linkedin.com/company/3848?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946527355%2Ctas%3AMITRE+,0,0,0,https://www.linkedin.com/company/3848,,,,,Careers,"5001-10,000 employees","ABBREVThe MITRE Corporation is a not-for-profit organization that operates research and development centers sponsored by the federal government. Our centers support our sponsors with scientific research and analysis, development and acquisition, and sy...","26,581 followers",1958,NULL,"Information Technology and Services",NULL,"System Engineering, Information Technology, Health IT, Cybersecurity",NULL,MITRE,"Non Profit",http://www.mitre.org,1,NULL,NULL
120,Grainger,,https://www.linkedin.com/company/3863?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946666295%2Ctas%3AGRAINGER+,0,0,0,https://www.linkedin.com/company/3863,,,,,Careers,"10,001+ employees","ABBREVWith 2015 sales of $10 billion, Grainger (GWW) is North America's leading broad line supplier of maintenance, repair and operating (MRO) products, with operations in Asia, Europe and Latin America. Grainger is a business-to-business distributor o...","78,812 followers",1927,"100 Grainger Parkway Lake Forest, Illinois 60045 United States","Business Supplies and Equipment",NULL,"Supply Chain Management, Facilities Management, MRO, Light and Heavy Manufacturing, Healthcare, Inventory Management Solutions, Safety Services, Hospitality, Transportation, Keepstock",NULL,Grainger,"Public Company",http://www.grainger.com,1,NULL,NULL
121,Colgate-Palmolive,,https://www.linkedin.com/company/2748?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946742747%2Ctas%3ACOLGATE-PALMOLIVE+,0,0,0,https://www.linkedin.com/company/2748,,,,,Careers,"10,001+ employees","ABBREVEvery day, millions of consumers around the world trust our products to care for themselves and the ones they love. Colgate-Palmolive is a global company serving people in over 200 countries and territories with consumer products that make their ...","258,771 followers",1806,NULL,"Consumer Goods",NULL,"Oral Care, Personal Care, Home Care and Pet Nutrition",NULL,Colgate-Palmolive,"Public Company",http://www.colgatepalmolive.com,1,NULL,NULL
122,"Winchester Hospital",,https://www.linkedin.com/company/20851?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946789855%2Ctas%3AWINCHESTER+HOSPITAL+,0,0,0,https://www.linkedin.com/company/20851,,,,,NULL,"1001-5000 employees","ABBREVWinchester Hospital, a member of Lahey Health, is located in Winchester, Massachusetts. Winchester Hospital provides comprehensive health care services with a total of 229 beds and bassinets and multiple outpatient sites. Providing care in major ...","2,835 followers",1912,"United States","Hospital & Health Care",NULL,"healthcare, hospital",NULL,"Winchester Hospital","Non Profit",http://www.winchesterhospital.org,1,NULL,NULL
123,Monsanto,,https://www.linkedin.com/company/3422?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946901664%2Ctas%3AMONSANTO+,0,0,0,https://www.linkedin.com/company/3422,,,,,Careers,"10,001+ employees","ABBREVWe’re more than 20,000 dedicated employees focused on developing solutions to help farmers have better harvests while using resources more efficiently. We work to help farmers grow crops in a more sustainable way. We think holistically about how ...","191,317 followers",NULL,"800 North Lindbergh Blvd. St. Louis, Missouri 63167 United States",Farming,NULL,"Science, Agriculture, Sustainability, Farming, Food, Safety, STEM, Research & Development, Biotechnology",NULL,"Monsanto Company","Public Company",http://www.monsanto.com,1,NULL,NULL
124,FedEx,,https://www.linkedin.com/company/1669?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946915569%2Ctas%3AFEDEX+,0,0,0,https://www.linkedin.com/company/1669,,,,,Careers,"10,001+ employees","ABBREVFedEx connects people and possibilities through our worldwide portfolio of shipping, transportation, e-commerce and business services. We offer integrated business applications through our collaboratively managed operating companies — collectivel...","165,519 followers",1973,NULL,"Package/Freight Delivery",NULL,"shipping, logistics, ecommerce, delivery services, access, citizenship, global trade, copying and digital printing, professional finishing, document creation, direct mail, signs and graphics, Internet access, computer rental",NULL,FedEx,"Public Company",http://www.fedex.com/,1,NULL,NULL
125,"Orrick Herrington & Sutcliffe",,https://www.linkedin.com/company/5833?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-2%2CtarId%3A1428947064693%2Ctas%3AORRICK+HERRINGTON+,0,0,0,https://www.linkedin.com/company/5833,,,,,NULL,"1001-5000 employees","ABBREVOrrick is a leading global law firm focused on counseling companies in the energy and infrastructure, financial services and technology sectors. Celebrating its 150th anniversary, the firm has 23 offices across key markets in the United States, E...","10,627 followers",1863,NULL,"Law Practice",NULL,NULL,NULL,"Orrick, Herrington & Sutcliffe LLP",Partnership,http://www.orrick.com,1,NULL,NULL
126,"LifeBridge Health",,https://www.linkedin.com/company/28779?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947275377%2Ctas%3ALIFEBRIDGE+HEALTH+,0,0,0,https://www.linkedin.com/company/28779,,,,,Careers,"10,001+ employees","ABBREVLifeBridge Health is a regional health care organization based in northwest Baltimore and its surrounding counties. LifeBridge Health consists of Sinai Hospital of Baltimore, Northwest Hospital, Carroll Hospital, Levindale Hebrew Geriatric Center...","6,611 followers",1866,"2401 W. Belvedere Avenue Baltimore, MD 21215 United States","Hospital & Health Care","92 jobs posted","Alvin & Lois Lapidus Cancer Institute, The Sandra and Malcolm Berman Brain & Spine Institute, Cardiovascular Institute, Rubin Institute for Advanced Orthopedics","1second-degree connection 2,445Employees on LinkedIn","LifeBridge Health","Non Profit",http://www.lifebridgehealth.org,1,NULL,NULL
127,"Herman Miller",,https://www.linkedin.com/company/164178?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947292637%2Ctas%3AHERMAN+MILLER,0,0,0,https://www.linkedin.com/company/164178,,,,,Careers,"5001-10,000 employees","ABBREVHerman Miller is a globally recognized provider of furnishings and related technologies and services. Headquartered in West Michigan, we have relied on innovative design for over 100 years to solve problems for people wherever they work, live, le...","43,712 followers",1905,"855 East Main Avenue Zeeland, MI 49464 United States",Furniture,NULL,"Living Office, Design, Sustainability, Ergonomics, Healthcare Solutions, Education, Workplace Design, Textiles, Furniture, Manufacturing, Small Business, Performance",NULL,"Herman Miller","Public Company",http://www.hermanmiller.com,1,NULL,NULL
128,"Texas Instruments",,https://www.linkedin.com/company/1397?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947810671%2Ctas%3ATEXAS+INSTRUMENTS+,0,0,0,https://www.linkedin.com/company/1397,,,,,Careers,"10,001+ employees","ABBREVTexas Instruments (TI) is a global analog and digital semiconductor IC design and manufacturing company. In addition to analog technologies, digital signal processing (DSP) and microcontroller (MCU) semiconductors, TI designs and manufactures sem...","191,352 followers",NULL,"12500 TI Boulevard Dallas, TX 75243 United States",Semiconductors,NULL,"Semiconductors, Analog, DSP, DLP, Power Management, Education Technology, Microcontrollers MCU",NULL,"Texas Instruments","Public Company",http://www.ti.com,1,NULL,NULL
129,"Vanderbilt University",,https://www.linkedin.com/company/4564?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A4-1-9%2CtarId%3A1428947856236%2Ctas%3AVANDERBILT+,0,0,0,https://www.linkedin.com/company/4564,,,,,Careers,"10,001+ employees","ABBREVWe are committed to excellence in patient care, leadership in research, and preeminence in medical education. Our culture thrives on challenges and champions innovation. VUMC is regularly ranked among the nation's elite hospitals in terms of qual...","25,264 followers",NULL,"2525 West End Ave., Ste. 500 Nashville, Tennessee 37203 United States","Hospital & Health Care",NULL,"Excellence in Patient Care, Leadership in Research, Preeminence in Medical Education",NULL,"Vanderbilt University Medical Center","Non Profit",http://www.vanderbilthealth.com,1,NULL,NULL
130,Sherwin-Williams,,https://www.linkedin.com/company/165944?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947979921%2Ctas%3ASHERWIN-WILLIAMS,0,0,0,https://www.linkedin.com/company/165944,,,,,NULL,"10,001+ employees","ABBREVThe Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paints, coatings, and related products to professional, industrial, commercial, and retail customers in North and South America, Europe, and Asia. It ...","52,255 followers",NULL,"101 Prospect Avenue N.E. Cleveland, OH 44101 United States",Chemicals,NULL,"Industrial and Marine Coatings-Global Organization, Product Finishes for OEMs-Global Organization",NULL,Sherwin-Williams,"Public Company",http://www.sherwin-williams.com,1,NULL,NULL
131,"SRA International",,https://www.linkedin.com/company/3916?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-3%2CtarId%3A1428948001730%2Ctas%3ASRA+INTERNATIONAL+,0,0,0,https://www.linkedin.com/company/3916,,,,,Careers,"10,001+ employees","ABBREVSRA International is now CSRA Inc. Come follow us here: www.linkedin.com/company/csra_inc On November 30, 2015, CSRA Inc. announced that it had completed its separation from CSC and is now an independent public company trading on the New York Sto...","25,518 followers",NULL,"4300 Fair Lakes Court Fairfax, VA 22033 United States","Information Technology and Services",NULL,"IT Lifecycle Services, Solutions Development & Integration, Management Consulting, Mission-Specific Domain Expertise",NULL,"SRA, a CSRA company","Public Company",http://www.csra.com/,1,NULL,NULL
132,"David Weekley Homes",,https://www.linkedin.com/company/17033?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_17033%2Cidx%3A0,0,0,0,https://www.linkedin.com/company/17033,,,,,NULL,"1001-5000 employees","ABBREVNot Your Average Builder Stroll through any David Weekley Homes office, and it is clear there is nothing average about us. Team Members are working hard with can-do attitudes and springs in their step. Why? Because we provide them with a challeng...","9,671 followers",1976,"1111 N. Post Oak Rd. Houston, Texas 77055 United States",Construction,NULL,"Homebuilding, LifeDesign, Custom Choices, Service, FlexSpace",NULL,"David Weekley Homes","Privately Held",http://www.davidweekleyhomes.com/,1,NULL,NULL
133,Hilcorp,,https://www.linkedin.com/company/23482?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A23482%2Cidx%3A2-1-4%2CtarId%3A1445912857298%2Ctas%3AHilcorp,0,0,0,https://www.linkedin.com/company/23482,,,,,NULL,"501-1000 employees","ABBREVWe believe that Hilcorp’s most valuable resource isn’t found underground. Rather, it's something special found deep within all who work here. Our skilled and dedicated employees are quick-thinkers, action-oriented, and work like company “owners” ...","17,159 followers",1989,"1201 Louisiana, Suite 1400 Houston, Texas 77002 United States","Oil & Energy",NULL,NULL,NULL,Hilcorp,"Privately Held",http://www.hilcorp.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
134,"ARI, Automotive Resources International",,https://www.linkedin.com/company/15865?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A15865%2Cidx%3A2-1-2%2CtarId%3A1445973507402%2Ctas%3AARI%20,0,0,0,https://www.linkedin.com/company/15865,,,,,NULL,"1001-5000 employees","ABBREVARI, part of the Holman Automotive Group, is a global vehicle fleet management organization that drives the best results for each of its clients’ unique and complex needs by employing the industry’s best fleet professionals, processes, and techno...","8,041 followers",1948,"4001 Leadenhall Road Mount Laurel, NJ 08054 United States",Automotive,NULL,"Car and truck fleet leasing and management, Fleet Management Consulting",NULL,ARI,"Privately Held",http://www.arifleet.com/,1,NULL,NULL
135,"WellStar Health System",,https://www.linkedin.com/company/wellstar-health-system?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/wellstar-health-system,,,,,Careers,"10,001+ employees","ABBREVWellStar Health System is a not-for-profit system recognized as a national leader in comprehensive care. Staying ahead of the curve in technology has enabled WellStar to be leaders in both the diagnosis and treatment of an extensive array of heal...","22,470 followers",1997,"793 Sawyer Road Marietta, GA 30062 United States","Hospital & Health Care",NULL,"Cardiovascular, Pulmonary, Cancer, Women and Babies, Musculoskeletal, Family Medicine, Pediatrics, ...and much more.",NULL,"WellStar Health System","Non Profit",http://www.wellstar.org,1,NULL,NULL
136,TEKsystems,,https://www.linkedin.com/company/teksystems?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/teksystems,,,,,Careers,"1001-5000 employees","ABBREVPeople are at the heart of every successful business initiative. At TEKsystems, we understand people. Every year we deploy over 80,000 IT professionals at 6,000 client sites across North America, Europe and Asia. Our deep insights into IT human c...","133,741 followers",1983,"7437 Race Road Hanover, MD 21076 United States","Information Technology and Services",NULL,"IT Services, IT Talent Management Expertise, IT Staffing",NULL,TEKsystems,"Privately Held",https://www.teksystems.com,1,NULL,NULL
137,"Credit Acceptance",,https://www.linkedin.com/company/credit-acceptance?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/credit-acceptance,,,,,Careers,"1001-5000 employees","ABBREVCredit Acceptance (NASDAQ: CACC) is a 1,300+ employee, Michigan-based indirect finance company with 2014 operating revenues of $723M. Founded in 1972, Credit Acceptance works with car dealers nationwide to enable them to sell vehicles to customer...","7,139 followers",1972,"25505 West Twelve Mile Road Southfield, MI 48034 United States","Financial Services",NULL,"The Credit Acceptance program gives our network of nationwide participating car dealers the ability to deliver credit approvals to every consumer within 30 seconds, 24/7.",NULL,"Credit Acceptance","Public Company",http://www.creditacceptance.com/,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
138,"Roche Diagnostics",,https://www.linkedin.com/company/roche?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/roche,,,,,Careers,"10,001+ employees","ABBREVRoche is a global pioneer in pharmaceuticals and diagnostics focused on advancing science to improve people’s lives. Roche is the world’s largest biotech company, with truly differentiated medicines in oncology, immunology, infectious diseases, o...","499,696 followers",1896,"Grenzacherstrasse Basel, Basel-Stadt (de) Switzerland",Biotechnology,NULL,"biotechnology, innovation, personalized healthcare, great place to work, diagnostics, pharmaceuticals, research",NULL,Roche,"Privately Held",http://www.roche.com,1,NULL,NULL
139,"Kimley-Horn and Associates",,https://www.linkedin.com/company/kimley-horn-and-associates-inc-?trk=top_nav_home,0,0,0,https://www.linkedin.com/company/kimley-horn-and-associates-inc-,,,,,Careers,"1001-5000 employees","ABBREVKimley-Horn is one of the nation’s premier planning and design consulting firms. With over 2,500 staff members in more than 80 offices across the U.S., the firm offers full services in a wide range of disciplines. Clients know Kimley-Horn for the...","20,216 followers",1967,"3001 Weston Parkway Cary, North Carolina 27513 United States","Civil Engineering",NULL,"aviation, environmental services, ITS, forensic engineering, land development, landscape architecture, land planning, parking, energy, roads and bridges, transit, transportation, water resources, wireless communications, urban redevelopment",NULL,Kimley-Horn,"Privately Held",http://www.kimley-horn.com,1,NULL,NULL
