companyString,date,fbId,fbPhotoId,count(*),commentsCount,likesCount,reactionsCount,hasPlace,hasCaption,hasEvent,updatedLater
Orrick Herrington & Sutcliffe,2015-10,123116581045529,160485,3,0,6,6,0,3,0,1
USAA,2013-12,161179599992,42611,3,0,31,31,0,3,0,2
Aflac,2013-08,13994086254,107292,3,36,454,454,0,3,0,0
Booz Allen Hamilton,2014-06,115188672790,109970,3,4,161,161,0,2,0,2
Shared Technologies- ARI,2015-09,328179703901867,138950,3,0,0,0,0,3,0,1
Build-A-Bear Workshop,2009-07,8783725165,95681,3,72,180,180,0,2,0,0
Bright Horizons Family Solutions,2016-02,1394887180807475,109475,3,1,128,128,0,3,0,3
Vanderbilt University,2014-02,99104920858,170585,3,36,451,451,0,3,0,0
Scottrade,2010-08,15601935371,56278,3,1,3,3,0,3,0,0
Balfour Beatty Construction,2014-01,114292728603934,72662,3,13,116,116,0,3,0,3
Google,2011-01,104958162837,518,3,756,3575,3575,0,3,0,0
Scottrade,2013-12,15601935371,56024,3,36,404,404,0,3,0,3
Robert W. Baird,2012-11,148731991811588,44864,3,0,34,34,0,3,0,3
Recreational Equipment (REI),2011-11,9062006483,12897,3,165,744,744,0,3,0,0
Cooley,2013-11,29631010782,186055,3,2,46,46,0,3,0,0
Aflac,2014-03,13994086254,107269,3,52,874,874,0,3,0,0
Millennium: The Takeda Oncology Company,2014-04,201874996515231,57832,3,0,0,0,3,3,0,0
Burns & McDonnell,2012-03,193157160706830,51021,3,2,6,6,0,1,0,1
Umpqua Bank,2016-04,136874746358544,97748,3,1,42,43,0,3,0,3
General Mills,2014-09,163903596981363,95779,3,22,55,55,0,3,0,3
Arkansas Children's Hospital,2011-02,112657538333,146516,3,30,191,191,0,3,0,0
National Instruments,2012-06,19822934020,73318,3,15,212,212,1,3,0,0
Chesapeake Energy,2014-08,201579567564,40659,3,5,97,97,0,3,0,1
The Cheesecake Factory,2014-11,341861972627674,184787,3,1,6,6,0,0,0,1
Intercontinental Hotels Group,2008-01,7933762697,133790,3,13,36,36,0,2,0,0
CHG Healthcare Services,2011-09,32264600947,15746,3,2,11,11,0,2,0,0
Mercedes-Benz USA,2011-03,6604386669,34786,3,1056,14776,14776,0,3,0,0
Kimley-Horn and Associates,2014-07,204703769542227,180486,3,3,82,82,0,3,0,0
DreamWorks Animation SKG,2011-01,104770457523,36666,3,252,1816,1816,0,3,0,0
Credit Acceptance,2012-10,168678439842388,179707,3,0,4,4,0,3,0,0
Brocade Communications Systems,2016-01,111983056070,146680,3,2,88,88,0,3,0,1
General Mills,2016-01,163903596981363,95734,3,7,9,9,2,1,0,3
The Everett Clinic,2013-08,61452139395,112379,3,4,18,18,0,2,0,2
FedEx,2011-06,150993094945648,160378,3,160,649,649,0,3,0,0
PricewaterhouseCoopers,2012-01,232561027513,76420,3,5,73,73,0,3,0,0
Credit Acceptance,2011-03,168678439842388,179845,3,0,2,2,0,3,0,0
Vanderbilt University,2015-12,99104920858,170393,3,22,1433,1433,0,3,0,0
Starbucks,2015-03,22092443056,104252,3,5060,435958,435976,0,3,0,0
Orrick Herrington & Sutcliffe,2015-06,123116581045529,160490,3,0,19,19,0,3,0,1
DPR Construction,2015-11,128264243859715,35202,3,39,480,480,0,3,0,2
The Everett Clinic,2011-09,61452139395,112418,3,1,12,12,0,3,0,0
Monsanto,2014-08,44495818682,158472,3,477,1202,1202,0,3,0,3
Winchester Hospital,2012-01,107079996018373,158027,3,1,16,16,0,3,0,0
Ernst & Young,2015-08,195665063800329,86225,3,2,770,770,0,3,0,0
Capital One,2015-08,131080263606125,132683,3,314,1323,1323,0,3,0,0
Credit Acceptance,2013-05,168678439842388,179646,3,0,67,67,0,3,0,2
Herman Miller,2010-07,162638622561,165852,3,0,0,0,0,3,0,0
Boston Consulting Group,2013-12,24961338115,1091,3,1,134,134,0,3,0,3
American Fidelity Assurance,2012-03,333011163569,75683,3,0,7,7,0,0,0,0
Bright Horizons Family Solutions,2015-12,1394887180807475,109487,3,0,22,22,0,3,0,1
Whole Foods Market,2014-03,525560857527063,56628,3,2,9,9,0,1,0,0
Intercontinental Hotels Group,2015-08,7933762697,133679,3,2,42,42,0,0,0,3
Winchester Hospital,2013-11,107079996018373,157756,3,50,249,249,0,3,0,3
Balfour Beatty Construction,2013-11,114292728603934,72670,3,5,89,89,0,3,0,3
WellStar Health System,2012-08,94455639888,179466,3,3,30,30,0,3,0,0
SVB Financial Group,2011-07,17979232866,64546,3,0,1,1,0,0,0,0
Nugget Market,2015-12,260624001193,56667,2,5,221,221,0,1,0,1
The Everett Clinic,2012-08,61452139395,112401,2,21,52,52,0,1,0,2
Intercontinental Hotels Group,2014-09,7933762697,133735,2,24,500,500,0,2,0,1
Scottrade,2008-12,15601935371,56325,2,0,2,2,0,2,0,0
Kimley-Horn and Associates,2011-06,204703769542227,180543,2,0,9,9,0,2,0,0
Mattel,2016-02,148757037599,109005,2,54,673,683,0,2,0,2
Aflac,2014-01,13994086254,107275,2,45,571,571,0,2,0,2
Credit Acceptance,2014-05,168678439842388,179616,2,7,25,25,0,2,0,2
Herman Miller,2011-05,162638622561,165834,2,4,20,20,0,0,0,0
Kimley-Horn and Associates,2016-05,204703769542227,180333,2,0,35,36,0,2,0,0
Intel,2009-03,22707976849,74965,2,130,630,630,0,0,0,1
Microsoft,2014-08,9298666412,106150,2,7,99,99,0,2,0,0
QuikTrip,2012-02,5890187327,97012,2,278,10843,10843,0,2,0,0
Starbucks,2013-11,22092443056,104385,2,1235,202196,202198,0,2,0,0
Stew Leonard's,2009-11,33439252677,138913,2,11,49,49,0,2,0,2
Mayo Clinic,2011-09,7673082516,103745,2,6,64,64,0,2,0,0
Hyatt Hotels,2012-01,26114710769,185263,2,1,38,38,0,2,0,0
CarMax,2009-12,58226901193,118648,2,2,21,21,0,2,0,1
Navy Federal Credit Union,2011-04,160344204010636,132449,2,1,35,35,0,1,0,0
SVB Financial Group,2012-03,17979232866,64527,2,0,5,5,0,1,0,0
Booz Allen Hamilton,2013-06,115188672790,110023,2,1,72,72,0,2,0,1
SAS,2015-11,140344030787,1137,2,64,3054,3054,0,0,0,2
Texas Instruments,2010-06,234443101357,170343,2,1,47,47,0,2,0,0
Starbucks,2012-07,22092443056,104495,2,2404,115729,115729,0,2,0,0
CarMax,2016-05,58226901193,117697,2,29,118,120,0,2,0,2
Credit Acceptance,2016-03,168678439842388,179589,2,8,37,37,0,2,0,1
Balfour Beatty Construction,2016-05,114292728603934,72533,2,0,0,0,0,0,0,2
GoDaddy.com,2011-08,8749090685,120252,2,52,205,205,0,1,0,1
Bright Horizons Family Solutions,2015-03,1394887180807475,109541,2,0,7,7,0,2,0,1
Genentech,2012-11,146718898672043,97726,2,1,27,27,0,2,0,2
PricewaterhouseCoopers,2014-12,232561027513,75895,2,0,257,257,0,2,0,0
DreamWorks Animation SKG,2016-04,104770457523,35362,2,30,1387,1451,0,1,0,0
Microsoft,2015-04,9298666412,106129,2,15,144,144,0,2,0,0
Chesapeake Energy,2015-01,201579567564,40635,2,4,161,161,0,2,0,0
Intercontinental Hotels Group,2013-03,7933762697,133764,2,25,417,417,0,2,0,2
National Instruments,2015-12,19822934020,72767,2,4,41,41,0,1,0,1
Zappos.com,2010-07,7172307686,22966,2,18,19,19,0,1,0,0
Cooley,2014-10,29631010782,186027,2,1,9,9,0,2,0,2
Intercontinental Hotels Group,2012-09,7933762697,133773,2,8,356,356,0,2,0,2
SRA International,2016-04,45726451297,172241,2,0,5,5,0,2,0,2
Accenture,2014-12,20341500871,119041,2,0,4,4,0,2,0,1
Quicken Loans,2014-02,435141649940642,16576,2,0,6,6,0,2,0,2
Robert W. Baird,2015-02,148731991811588,43747,2,0,30,30,0,2,0,0
USAA,2013-06,161179599992,42617,2,3,198,198,0,1,0,2
Morningstar,2012-06,198056910214033,117557,2,3,16,16,0,1,0,0
Shared Technologies- ARI,2013-11,328179703901867,138958,2,0,2,2,0,1,0,1
Google,2013-10,104958162837,385,2,832,4463,4463,0,2,0,1
Autodesk,2014-02,74463019717,81470,2,0,21,21,0,2,0,1
Build-A-Bear Workshop,2009-03,8783725165,95714,2,13,36,36,0,0,0,0
USAA,2011-06,161179599992,43084,2,3,5,7,0,1,0,1
CH2M Hill,2011-03,130017893696618,149317,2,2,1,1,0,2,0,0
Camden Property Trust,2014-12,128051573873366,2653,2,6,105,105,0,1,0,1
Bright Horizons Family Solutions,2014-12,1394887180807475,109545,2,0,0,0,0,0,0,1
Capital One,2013-05,131080263606125,133131,2,55,558,558,0,2,0,0
Cooley,2013-05,29631010782,186067,2,1,13,13,0,2,0,2
Credit Acceptance,2013-12,168678439842388,179620,2,5,24,24,0,2,0,2
Starbucks,2010-08,22092443056,104808,2,6710,45708,45708,0,2,0,1
Arkansas Children's Hospital,2010-10,112657538333,146534,2,14,50,50,0,2,0,0
Methodist Hospital System,2016-05,113508065350010,81856,2,7,14,14,0,1,0,2
SRA International,2012-03,45726451297,172588,2,10,36,36,0,1,0,0
JM Family Enterprises,2016-01,215824265320,38454,2,3,143,143,0,2,0,1
Winchester Hospital,2014-04,107079996018373,157732,2,24,145,145,0,2,0,2
World Wide Technology,2015-03,75577218799,78281,2,13,127,127,0,2,0,2
Kiewit Corporation,2013-01,210762462323361,185949,2,13,191,191,0,2,0,2
Umpqua Bank,2014-08,136874746358544,98019,2,1,2,2,0,0,0,2
Rackspace Hosting,2011-11,147298628669538,104920,2,0,2,2,0,2,0,0
Aflac,2010-06,13994086254,107476,2,2,11,11,0,2,0,0
Perkins Coie,2015-05,263371857101546,85941,2,1,26,26,0,2,0,0
Aflac,2015-04,13994086254,107220,2,12,230,230,0,2,0,0
Credit Acceptance,2016-01,168678439842388,179592,2,15,34,37,0,2,0,2
Starbucks,2015-09,22092443056,104244,2,2651,133110,133127,0,2,0,0
Edward Jones,2015-02,180423318637979,2369,2,0,14,14,0,2,0,2
SVB Financial Group,2009-12,17979232866,64580,2,0,7,7,0,1,0,1
Vanderbilt University,2015-08,99104920858,170417,2,35,1839,1839,0,2,0,1
Google,2013-03,104958162837,406,2,2848,20127,20127,0,2,0,1
Intel,2011-04,22707976849,74869,2,58,354,354,0,0,0,1
Cooley,2014-02,29631010782,186048,2,0,49,49,0,2,0,2
Credit Acceptance,2014-12,168678439842388,179604,2,7,14,14,0,0,0,2
Starbucks,2014-09,22092443056,104283,2,1073,113301,113303,0,2,0,1
Burns & McDonnell,2015-09,193157160706830,50769,2,0,7,7,0,1,0,0
Starbucks,2011-03,22092443056,104789,2,5936,27108,27111,0,1,0,0
Orrick Herrington & Sutcliffe,2012-07,123116581045529,160504,2,0,1,1,0,0,0,1
St. Jude Children's Research Hospital,2010-09,6435441794,63643,2,58,553,553,0,2,0,0
General Mills,2010-11,163903596981363,96156,2,1,3,3,0,1,0,0
Accenture,2011-04,20341500871,119383,2,0,2,2,0,2,0,0
National Instruments,2015-10,19822934020,72773,2,2,39,39,0,2,0,0
Mayo Clinic,2012-03,7673082516,103680,2,104,2040,2040,0,1,0,0
NetApp,2015-04,144947005540685,2395,2,0,17,17,0,0,0,1
Hyatt Hotels,2009-05,26114710769,185386,2,5,0,0,0,2,0,0
Cooley,2014-08,29631010782,186032,2,1,9,9,0,2,0,2
Scripps Health,2010-03,12150039095,84482,2,8,30,30,0,2,0,0
Mattel,2010-05,148757037599,109418,2,12,35,35,0,2,0,0
Quicken Loans,2013-11,435141649940642,16582,2,0,20,20,0,2,0,1
Capital One,2012-03,131080263606125,133625,2,26,81,81,0,0,0,1
Qualcomm,2012-08,115831370196,48977,2,13,61,61,0,2,0,0
Baptist Health South Florida,2016-05,127900310965,67929,2,6,146,152,0,2,0,0
Herman Miller,2010-03,162638622561,165939,2,17,38,38,0,2,0,0
Arkansas Children's Hospital,2009-10,112657538333,146594,2,22,40,40,0,2,0,1
Ernst & Young,2014-11,195665063800329,86331,2,1,167,167,0,2,0,2
Boston Consulting Group,2012-09,24961338115,1130,2,64,1014,1014,0,2,0,2
Marriott International,2011-12,143602039041041,85903,2,191,625,625,0,2,0,0
Google,2013-08,104958162837,389,2,871,10022,10022,0,1,0,0
Novo Nordisk,2012-04,105548031768,72475,2,2,14,14,0,1,0,0
Salesforce.com,2010-08,5634829153,54676,2,5,29,29,0,1,0,0
Monsanto,2016-01,44495818682,158211,2,59,168,180,0,2,0,0
FedEx,2011-10,150993094945648,160297,2,55,327,327,0,2,0,0
Robert W. Baird,2013-07,148731991811588,44491,2,0,30,30,0,2,0,1
Google,2016-05,104958162837,1,2,296,1423,1554,0,2,0,0
Winchester Hospital,2013-07,107079996018373,157778,2,68,392,392,0,2,0,1
Capital One,2013-12,131080263606125,132973,2,128,2199,2199,0,2,0,1
Credit Acceptance,2015-11,168678439842388,179595,2,7,35,36,0,2,0,1
Balfour Beatty Construction,2016-01,114292728603934,72548,2,2,14,14,0,0,0,1
Starbucks,2015-07,22092443056,104247,2,7559,236868,236879,0,2,0,0
General Mills,2015-07,163903596981363,95756,2,1,18,18,0,2,0,2
FedEx,2010-11,150993094945648,160483,2,156,393,399,0,1,0,0
Microsoft,2015-11,9298666412,105992,2,24,309,309,0,2,0,0
DPR Construction,2016-02,128264243859715,35197,2,2,214,215,0,2,0,1
Sherwin-Williams,2010-07,309180132920,172220,2,31,44,44,0,2,0,0
Brocade Communications Systems,2010-09,111983056070,148388,2,1,9,9,0,1,0,0
PricewaterhouseCoopers,2013-08,232561027513,76189,2,2,199,199,0,2,0,1
SVB Financial Group,2016-04,17979232866,63671,2,2,38,38,0,2,0,1
Atlantic Health,2014-08,91507407676,96167,2,0,1,1,0,0,0,2
Monsanto,2011-07,44495818682,158520,2,210,95,95,0,2,0,0
Sherwin-Williams,2012-05,309180132920,171978,2,34,105,105,0,2,0,0
Millennium: The Takeda Oncology Company,2012-01,201874996515231,58282,2,0,15,15,0,2,0,0
Mattel,2013-09,148757037599,109215,2,12,103,103,0,2,0,2
USAA,2012-03,161179599992,42881,2,3,15,15,0,2,0,0
Burns & McDonnell,2013-07,193157160706830,50904,2,0,7,7,0,2,0,1
Rackspace Hosting,2011-09,147298628669538,104924,2,0,0,0,0,2,0,0
Ernst & Young,2013-10,195665063800329,86379,2,10,1217,1217,0,2,0,1
Credit Acceptance,2011-11,168678439842388,179841,2,0,2,2,0,2,0,0
Deloitte,2015-01,667369363331771,97072,2,0,4,4,0,2,0,0
SAS,2015-06,140344030787,1146,2,10,119,119,0,2,0,2
Qualcomm,2010-05,115831370196,49054,2,2,7,7,0,1,0,1
Perkins Coie,2014-09,263371857101546,85944,2,0,22,22,0,0,0,2
Accenture,2012-10,20341500871,119293,2,1,42,42,0,2,0,2
Teach For America,2011-09,8433834471,100211,2,5,35,35,0,1,0,1
Robert W. Baird,2012-12,148731991811588,44862,2,0,31,31,0,1,0,1
SVB Financial Group,2010-12,17979232866,64573,2,0,4,4,0,2,0,1
Genentech,2012-06,146718898672043,97733,2,0,70,70,0,2,0,0
Robert W. Baird,2016-02,148731991811588,43142,2,0,130,130,0,2,0,1
SVB Financial Group,2009-08,17979232866,64583,2,0,2,2,0,2,0,2
Cooley,2013-12,29631010782,186053,2,0,17,17,0,1,0,1
Credit Acceptance,2014-09,168678439842388,179607,2,6,16,16,0,2,0,2
Millennium: The Takeda Oncology Company,2014-05,201874996515231,57830,2,5,34,34,0,2,0,1
Balfour Beatty Construction,2015-02,114292728603934,72564,2,15,62,62,0,2,0,2
Burns & McDonnell,2015-06,193157160706830,50776,2,0,11,11,0,2,0,2
Vanderbilt University,2011-12,99104920858,170930,2,1,11,11,0,2,0,0
General Mills,2014-10,163903596981363,95777,2,55,53,53,0,2,0,2
Genentech,2015-07,146718898672043,97242,2,2,23,23,0,2,0,1
Intel,2009-11,22707976849,74918,2,63,301,301,0,2,0,0
QuikTrip,2012-05,5890187327,97002,2,741,12792,12792,0,2,0,0
St. Jude Children's Research Hospital,2010-06,6435441794,63646,2,124,925,925,0,2,0,0
General Mills,2014-05,163903596981363,95787,2,6,25,25,0,2,0,0
Baptist Health South Florida,2010-06,127900310965,71421,2,0,16,16,0,2,0,0
Monsanto,2014-02,44495818682,158506,2,15,6,6,0,0,0,0
Quicken Loans,2013-09,435141649940642,16586,2,0,2,2,0,0,0,2
Capital One,2011-07,131080263606125,133634,2,25,200,200,0,0,0,0
CarMax,2010-03,58226901193,118637,2,3,23,23,0,2,0,1
MITRE,2012-03,151373044800,156528,2,15,50,50,0,2,0,0
CHG Healthcare Services,2010-10,32264600947,15757,2,1,7,7,0,2,0,0
SAS,2016-04,140344030787,1133,2,26,350,364,0,0,0,0
Perkins Coie,2016-03,263371857101546,85932,2,0,1,1,0,0,0,2
David Weekley Homes,2011-11,8146864018,175092,2,3,15,15,0,2,0,0
Shared Technologies- ARI,2012-10,328179703901867,138964,2,0,0,0,0,0,0,2
Aflac,2015-09,13994086254,107210,2,17,422,422,0,2,0,0
"ARI, Automotive Resources International",2015-01,282991730710,175994,2,2,53,53,0,2,0,1
GoDaddy.com,2011-11,8749090685,120236,2,20,122,122,0,2,0,0
DPR Construction,2013-03,128264243859715,35272,2,0,51,51,0,2,0,2
Kimpton Hotels & Restaurants,2011-06,51530158577,37983,2,5,59,59,0,2,0,0
Scripps Health,2012-05,12150039095,84363,2,12,131,131,0,2,0,0
JM Family Enterprises,2012-01,215824265320,40530,2,0,6,6,0,2,0,0
Google,2016-03,104958162837,9,2,1168,3972,4356,0,2,0,0
Aflac,2014-12,13994086254,107239,2,17,990,990,0,2,0,1
DPR Construction,2012-06,128264243859715,35358,2,6,58,58,0,2,0,0
Orrick Herrington & Sutcliffe,2015-08,123116581045529,160488,2,0,2,2,0,2,0,0
DPR Construction,2015-12,128264243859715,35200,2,6,87,87,0,2,0,1
Chesapeake Energy,2015-05,201579567564,40628,2,1,76,76,0,2,0,1
The Everett Clinic,2011-10,61452139395,112416,2,11,30,30,0,2,0,1
Accenture,2011-10,20341500871,119330,2,0,5,5,0,1,0,0
National Instruments,2016-04,19822934020,72762,2,0,57,58,0,2,0,0
Teach For America,2010-10,8433834471,100255,2,1,45,45,0,1,0,0
Winchester Hospital,2012-03,107079996018373,158025,2,2,6,6,0,1,0,0
Camden Property Trust,2013-01,128051573873366,2701,2,2,23,23,0,2,0,2
CarMax,2011-03,58226901193,118441,2,3,8,8,0,2,0,1
Umpqua Bank,2015-08,136874746358544,97842,2,0,61,61,0,0,0,1
Shared Technologies- ARI,2015-02,328179703901867,138953,2,1,3,3,0,2,0,2
Sheetz,2011-10,21120170500,184443,2,68,171,171,0,2,0,1
Robert W. Baird,2013-12,148731991811588,44458,2,0,17,17,0,2,0,2
Scripps Health,2016-02,12150039095,83772,2,6,103,103,0,2,0,1
USAA,2011-12,161179599992,42884,2,4,7,7,0,2,0,0
WellStar Health System,2012-09,94455639888,179464,2,3,46,46,0,2,0,2
Scottrade,2013-11,15601935371,56027,2,33,519,519,0,2,0,2
Schweitzer Engineering Labs,2016-04,148960375131063,132476,2,11,242,250,0,2,0,2
SVB Financial Group,2011-08,17979232866,64544,2,0,0,0,0,2,0,0
Nugget Market,2016-01,260624001193,56665,2,0,19,19,0,0,0,2
Hitachi Data Systems,2015-02,124570004251813,111067,2,0,17,17,0,2,0,2
Hyatt Hotels,2010-05,26114710769,185342,2,10,49,49,0,2,0,1
General Mills,2010-12,163903596981363,96154,2,0,6,6,0,1,0,0
Credit Acceptance,2014-07,168678439842388,179614,2,6,46,46,0,2,0,2
Burns & McDonnell,2012-02,193157160706830,51024,2,0,1,1,0,0,0,0
Burns & McDonnell,2015-04,193157160706830,50780,2,1,2,2,0,2,0,0
Orrick Herrington & Sutcliffe,2010-10,123116581045529,160509,2,0,9,9,0,2,0,1
DPR Construction,2015-02,128264243859715,35229,2,8,155,155,1,2,0,0
St. Jude Children's Research Hospital,2009-10,6435441794,63649,2,113,730,730,0,2,0,0
SRA International,2012-08,45726451297,172571,2,0,2,2,0,0,0,0
Atlantic Health,2015-04,91507407676,96161,2,0,5,5,0,1,0,2
Mattel,2010-08,148757037599,109416,2,26,48,48,0,2,0,0
World Wide Technology,2012-08,75577218799,79433,2,3,54,54,0,2,0,2
Teach For America,2009-08,8433834471,100301,2,0,0,0,0,0,0,2
Monsanto,2013-12,44495818682,158510,2,66,338,338,0,2,0,2
CHG Healthcare Services,2011-08,32264600947,15749,2,0,14,14,0,2,0,2
Winchester Hospital,2014-09,107079996018373,157699,2,21,119,119,0,0,0,0
USAA,2012-09,161179599992,42866,2,5,47,47,2,2,0,2
Hyatt Hotels,2012-02,26114710769,185261,2,7,34,34,0,1,0,0
Credit Acceptance,2012-09,168678439842388,179710,2,1,28,28,0,2,0,2
Morningstar,2011-08,198056910214033,117651,2,4,6,6,0,2,0,0
Navy Federal Credit Union,2011-05,160344204010636,132447,2,4,37,37,0,2,0,0
Booz Allen Hamilton,2013-07,115188672790,110021,2,3,93,93,0,1,0,0
Rackspace Hosting,2012-02,147298628669538,104913,2,1,4,4,0,2,0,0
Recreational Equipment (REI),2011-05,9062006483,13031,2,30,191,191,0,1,0,0
Perkins Coie,2015-09,263371857101546,85935,2,1,23,23,0,2,0,1
Aflac,2015-07,13994086254,107213,2,23,552,552,0,2,0,0
Ernst & Young,2013-12,195665063800329,86409,2,5,209,209,2,2,0,0
SAS,2014-11,140344030787,1155,2,81,4138,4138,0,2,0,0
Vanderbilt University,2015-11,99104920858,170396,2,0,12,12,0,0,0,2
Aflac,2014-10,13994086254,107249,2,27,1149,1149,0,1,0,0
Balfour Beatty Construction,2015-08,114292728603934,72554,2,7,66,66,0,2,0,2
Starbucks,2015-01,22092443056,104255,2,1368,126209,126212,0,2,0,0
Chesapeake Energy,2012-01,201579567564,41307,2,0,5,5,0,0,0,0
Accenture,2011-08,20341500871,119345,2,3,27,27,0,1,0,0
Intercontinental Hotels Group,2013-07,7933762697,133762,2,23,226,226,0,0,0,2
National Instruments,2016-01,19822934020,72765,2,32,2586,2586,0,2,0,1
Hyatt Hotels,2009-08,26114710769,185365,2,1,2,2,0,2,0,0
Cooley,2014-12,29631010782,186025,2,0,31,31,0,2,0,1
CHG Healthcare Services,2012-07,32264600947,15716,2,0,31,31,0,2,0,0
Camden Property Trust,2012-07,128051573873366,2704,2,16,132,132,0,2,0,0
Umpqua Bank,2012-02,136874746358544,98370,2,2,15,15,0,2,0,0
Methodist Hospital System,2014-11,113508065350010,81868,2,0,31,31,0,2,0,2
Salesforce.com,2011-04,5634829153,54237,2,4,28,28,0,0,0,0
QuikTrip,2011-01,5890187327,97033,2,201,676,676,0,2,0,0
PricewaterhouseCoopers,2016-05,232561027513,75686,2,0,28,29,0,1,0,1
Discovery Communications,2010-02,153549641890,182994,2,1,7,7,0,0,0,2
Kimley-Horn and Associates,2013-09,204703769542227,180519,2,1,34,34,0,2,0,2
Bright Horizons Family Solutions,2015-02,1394887180807475,109543,2,0,5,5,0,2,0,1
Nugget Market,2015-11,260624001193,56669,2,3,260,260,0,2,0,1
The Everett Clinic,2012-05,61452139395,112403,2,1,64,64,0,2,0,0
Teach For America,2011-03,8433834471,100217,2,0,2,2,0,0,0,0
Cooley,2015-09,29631010782,186012,2,0,31,31,1,2,0,2
Sherwin-Williams,2010-11,309180132920,172214,2,48,15,15,0,2,0,0
Robert W. Baird,2015-10,148731991811588,43188,2,1,120,120,0,2,0,1
Cooley,2013-08,29631010782,186065,2,1,61,61,0,2,0,2
Qualcomm,2013-06,115831370196,48939,2,4,71,71,0,2,0,1
Credit Acceptance,2014-03,168678439842388,179618,2,4,21,21,0,2,0,2
QuikTrip,2011-12,5890187327,97014,2,151,1213,1213,0,2,0,0
St. Jude Children's Research Hospital,2009-05,6435441794,63652,2,17,50,50,0,0,0,0
Mayo Clinic,2011-08,7673082516,103747,2,35,250,250,0,2,0,0
JM Family Enterprises,2016-02,215824265320,38452,2,1,73,73,0,1,0,1
Hyatt Hotels,2009-03,26114710769,185390,2,6,20,20,0,2,0,2
World Wide Technology,2011-12,75577218799,79582,2,2,21,21,0,2,0,0
Hitachi Data Systems,2012-08,124570004251813,111641,2,6,36,36,1,1,0,0
Intercontinental Hotels Group,2016-03,7933762697,133653,2,0,9,9,2,0,0,0
Camden Property Trust,2015-08,128051573873366,2609,2,0,12,12,0,2,0,1
MITRE,2011-11,151373044800,156636,2,26,46,46,0,2,0,0
Booz Allen Hamilton,2013-04,115188672790,110025,2,2,59,59,0,2,0,1
Rackspace Hosting,2011-12,147298628669538,104918,2,4,2,2,0,2,0,0
Ernst & Young,2014-05,195665063800329,86375,2,11,1005,1005,0,2,0,1
Genentech,2012-10,146718898672043,97728,2,1,64,64,0,2,0,2
Vanderbilt University,2015-09,99104920858,170415,2,1,495,495,0,2,0,1
Ultimate Software,2010-03,29660886831,50760,2,2,6,6,0,2,0,1
OhioHealth,2010-05,40814021698,117096,2,1,8,8,0,1,0,0
Microsoft,2011-11,9298666412,106960,2,21,89,89,0,1,0,0
General Mills,2015-01,163903596981363,95773,2,9,36,36,0,2,0,1
Chesapeake Energy,2014-12,201579567564,40636,2,2,297,297,0,2,0,1
The Everett Clinic,2011-06,61452139395,112423,2,3,15,15,0,2,0,0
Zappos.com,2010-05,7172307686,22968,2,5,7,7,0,0,0,0
NetApp,2015-12,144947005540685,2393,2,0,1,1,0,0,0,1
Intercontinental Hotels Group,2012-08,7933762697,133775,2,26,586,586,0,2,0,0
Capital One,2015-10,131080263606125,132668,2,91,544,544,0,2,0,0
Kimley-Horn and Associates,2014-12,204703769542227,180467,2,0,41,41,0,2,0,0
Hyatt Hotels,2013-02,26114710769,185251,2,6,158,159,0,1,0,2
OhioHealth,2012-04,40814021698,116310,2,4,38,38,0,2,0,0
PricewaterhouseCoopers,2013-02,232561027513,76255,2,3,161,161,0,2,0,0
Salesforce.com,2011-02,5634829153,54468,2,15,79,79,0,1,0,0
Boston Consulting Group,2013-09,24961338115,1102,2,1,80,80,0,2,0,0
Google,2013-09,104958162837,387,2,595,4788,4788,0,2,0,0
Autodesk,2014-01,74463019717,81472,2,3,29,29,1,2,0,1
Build-A-Bear Workshop,2008-02,8783725165,95716,2,62,94,94,0,2,0,2
SRA International,2013-07,45726451297,172407,2,4,10,10,0,2,0,1
Teach For America,2012-05,8433834471,100063,2,19,504,504,0,2,0,0
Sheetz,2011-05,21120170500,184489,2,36,106,106,0,1,0,0
Scottrade,2010-02,15601935371,56305,2,0,2,2,0,2,0,0
Scripps Health,2015-10,12150039095,83783,2,0,83,83,0,2,0,1
DreamWorks Animation SKG,2009-08,104770457523,36754,2,25,217,217,0,2,0,0
Camden Property Trust,2014-11,128051573873366,2655,2,0,30,30,0,0,0,2
WellStar Health System,2011-06,94455639888,179475,2,2,1,1,0,0,0,0
Grainger,2013-09,265544390144768,157447,2,1,4,4,0,0,0,2
Arkansas Children's Hospital,2012-01,112657538333,146309,2,34,237,237,0,2,0,0
Mattel,2012-04,148757037599,109305,2,65,232,232,0,2,0,0
Hyatt Hotels,2010-01,26114710769,185355,2,8,32,32,0,2,0,1
Southern Ohio Medical Center,2015-01,220886824589689,59191,2,4,147,147,0,2,0,1
Quicken Loans,2014-09,435141649940642,16521,2,0,5,5,0,2,0,2
Hitachi Data Systems,2014-04,124570004251813,111374,2,2,19,19,0,2,0,2
Booz Allen Hamilton,2011-01,115188672790,110453,2,0,0,0,0,1,0,0
Aflac,2013-10,13994086254,107286,2,17,400,400,0,2,0,0
Credit Acceptance,2013-11,168678439842388,179622,2,1,40,40,0,2,0,1
Morningstar,2014-04,198056910214033,117277,2,6,7,7,0,2,0,2
Herman Miller,2011-02,162638622561,165843,2,55,149,149,0,2,0,0
Booz Allen Hamilton,2014-08,115188672790,109964,2,1,80,80,0,2,0,2
SRA International,2012-02,45726451297,172590,2,4,10,10,0,2,0,1
